Domain,Main Category URL,Subcategory,Subcategory URL
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Main topic articles,https://en.wikipedia.org/wiki/Category:Main_topic_articles
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Academic disciplines,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Business,https://en.wikipedia.org/wiki/Category:Business
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Communication,https://en.wikipedia.org/wiki/Category:Communication
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Concepts,https://en.wikipedia.org/wiki/Category:Concepts
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Culture,https://en.wikipedia.org/wiki/Category:Culture
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Economy,https://en.wikipedia.org/wiki/Category:Economy
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Education,https://en.wikipedia.org/wiki/Category:Education
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Energy,https://en.wikipedia.org/wiki/Category:Energy
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Engineering,https://en.wikipedia.org/wiki/Category:Engineering
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Entertainment,https://en.wikipedia.org/wiki/Category:Entertainment
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Entities,https://en.wikipedia.org/wiki/Category:Entities
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Food and drink,https://en.wikipedia.org/wiki/Category:Food_and_drink
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Geography,https://en.wikipedia.org/wiki/Category:Geography
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Government,https://en.wikipedia.org/wiki/Category:Government
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Health,https://en.wikipedia.org/wiki/Category:Health
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,History,https://en.wikipedia.org/wiki/Category:History
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Human behavior,https://en.wikipedia.org/wiki/Category:Human_behavior
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Humanities,https://en.wikipedia.org/wiki/Category:Humanities
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Information,https://en.wikipedia.org/wiki/Category:Information
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Internet,https://en.wikipedia.org/wiki/Category:Internet
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Knowledge,https://en.wikipedia.org/wiki/Category:Knowledge
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Language,https://en.wikipedia.org/wiki/Category:Language
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Law,https://en.wikipedia.org/wiki/Category:Law
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Life,https://en.wikipedia.org/wiki/Category:Life
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Lists,https://en.wikipedia.org/wiki/Category:Lists
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Mass media,https://en.wikipedia.org/wiki/Category:Mass_media
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Mathematics,https://en.wikipedia.org/wiki/Category:Mathematics
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Military,https://en.wikipedia.org/wiki/Category:Military
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Nature,https://en.wikipedia.org/wiki/Category:Nature
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,People,https://en.wikipedia.org/wiki/Category:People
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Philosophy,https://en.wikipedia.org/wiki/Category:Philosophy
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Politics,https://en.wikipedia.org/wiki/Category:Politics
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Religion,https://en.wikipedia.org/wiki/Category:Religion
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Science,https://en.wikipedia.org/wiki/Category:Science
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Society,https://en.wikipedia.org/wiki/Category:Society
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Sports,https://en.wikipedia.org/wiki/Category:Sports
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Technology,https://en.wikipedia.org/wiki/Category:Technology
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Time,https://en.wikipedia.org/wiki/Category:Time
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,,https://en.wikipedia.org/wiki/Category:Academic_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Main_topic_classifications,Universe,https://en.wikipedia.org/wiki/Category:Universe
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Subfields by academic discipline,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Education by subject,https://en.wikipedia.org/wiki/Category:Education_by_subject
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Scholars and academics by subject,https://en.wikipedia.org/wiki/Category:Scholars_and_academics_by_subject
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Applied disciplines,https://en.wikipedia.org/wiki/Category:Applied_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Awards by discipline,https://en.wikipedia.org/wiki/Category:Awards_by_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Discipline-oriented digital libraries,https://en.wikipedia.org/wiki/Category:Discipline-oriented_digital_libraries
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Natural sciences,https://en.wikipedia.org/wiki/Category:Natural_sciences
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Works by academic discipline,https://en.wikipedia.org/wiki/Category:Works_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Architectural theory,https://en.wikipedia.org/wiki/Category:Architectural_theory
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Art history,https://en.wikipedia.org/wiki/Category:Art_history
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Campanology,https://en.wikipedia.org/wiki/Category:Campanology
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Categories by field,https://en.wikipedia.org/wiki/Category:Categories_by_field
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Communication studies,https://en.wikipedia.org/wiki/Category:Communication_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Design studies,https://en.wikipedia.org/wiki/Category:Design_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Environmental studies,https://en.wikipedia.org/wiki/Category:Environmental_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Euthenics,https://en.wikipedia.org/wiki/Category:Euthenics
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Futures studies,https://en.wikipedia.org/wiki/Category:Futures_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Genocide studies,https://en.wikipedia.org/wiki/Category:Genocide_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Humanities,https://en.wikipedia.org/wiki/Category:Humanities
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Academic discipline interactions,https://en.wikipedia.org/wiki/Category:Academic_discipline_interactions
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Jurisprudence,https://en.wikipedia.org/wiki/Category:Jurisprudence
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Liberal arts education,https://en.wikipedia.org/wiki/Category:Liberal_arts_education
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Linguistics,https://en.wikipedia.org/wiki/Category:Linguistics
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Musicology,https://en.wikipedia.org/wiki/Category:Musicology
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Pedagogical disciplines,https://en.wikipedia.org/wiki/Category:Pedagogical_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Philosophy,https://en.wikipedia.org/wiki/Category:Philosophy
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Professional studies,https://en.wikipedia.org/wiki/Category:Professional_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Religious studies,https://en.wikipedia.org/wiki/Category:Religious_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Research institutes by academic discipline,https://en.wikipedia.org/wiki/Category:Research_institutes_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Science,https://en.wikipedia.org/wiki/Category:Science
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Science and technology studies,https://en.wikipedia.org/wiki/Category:Science_and_technology_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Scientific disciplines,https://en.wikipedia.org/wiki/Category:Scientific_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Sexology,https://en.wikipedia.org/wiki/Category:Sexology
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Social sciences,https://en.wikipedia.org/wiki/Category:Social_sciences
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Sustainable development,https://en.wikipedia.org/wiki/Category:Sustainable_development
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,University and college departments by discipline,https://en.wikipedia.org/wiki/Category:University_and_college_departments_by_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Utopian studies,https://en.wikipedia.org/wiki/Category:Utopian_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Subfields by academic discipline,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Education by subject,https://en.wikipedia.org/wiki/Category:Education_by_subject
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Scholars and academics by subject,https://en.wikipedia.org/wiki/Category:Scholars_and_academics_by_subject
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Applied disciplines,https://en.wikipedia.org/wiki/Category:Applied_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Awards by discipline,https://en.wikipedia.org/wiki/Category:Awards_by_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Discipline-oriented digital libraries,https://en.wikipedia.org/wiki/Category:Discipline-oriented_digital_libraries
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Natural sciences,https://en.wikipedia.org/wiki/Category:Natural_sciences
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Works by academic discipline,https://en.wikipedia.org/wiki/Category:Works_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Architectural theory,https://en.wikipedia.org/wiki/Category:Architectural_theory
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Art history,https://en.wikipedia.org/wiki/Category:Art_history
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Campanology,https://en.wikipedia.org/wiki/Category:Campanology
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Categories by field,https://en.wikipedia.org/wiki/Category:Categories_by_field
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Communication studies,https://en.wikipedia.org/wiki/Category:Communication_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Design studies,https://en.wikipedia.org/wiki/Category:Design_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Environmental studies,https://en.wikipedia.org/wiki/Category:Environmental_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Euthenics,https://en.wikipedia.org/wiki/Category:Euthenics
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Futures studies,https://en.wikipedia.org/wiki/Category:Futures_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Genocide studies,https://en.wikipedia.org/wiki/Category:Genocide_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Humanities,https://en.wikipedia.org/wiki/Category:Humanities
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Academic discipline interactions,https://en.wikipedia.org/wiki/Category:Academic_discipline_interactions
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Jurisprudence,https://en.wikipedia.org/wiki/Category:Jurisprudence
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Liberal arts education,https://en.wikipedia.org/wiki/Category:Liberal_arts_education
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Linguistics,https://en.wikipedia.org/wiki/Category:Linguistics
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Musicology,https://en.wikipedia.org/wiki/Category:Musicology
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Pedagogical disciplines,https://en.wikipedia.org/wiki/Category:Pedagogical_disciplines
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Philosophy,https://en.wikipedia.org/wiki/Category:Philosophy
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Professional studies,https://en.wikipedia.org/wiki/Category:Professional_studies
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,,https://en.wikipedia.org/wiki/Category:Subfields_by_academic_discipline
Wikipedia,https://en.wikipedia.org/wiki/Category:Academic_disciplines,Religious studies,https://en.wikipedia.org/wiki/Category:Religious_studies
